Rider_ID,Rider_Name,Gender,Age,Experience_Years,Vehicle_Type,Average_Speed_kmph,Reliability,Courtesy_Score,Home_Store,Hidden_Slow_Rider,Hidden_Star_Rider
R00987,Karan,Male,40,5,Scooter,24.0,0.898,4.07,DS04,False,False
R00988,Deepak,Male,44,10,Electric Scooter,29.3,0.92,4.44,DS14,False,False
R00989,Sourabh,Male,20,7,Scooter,23.0,0.926,3.49,DS28,False,False
R00990,Amit,Male,36,5,Scooter,21.3,0.922,3.96,DS12,False,False
R00991,Deepak,Female,22,3,Scooter,19.3,0.925,3.73,DS18,False,False
R00992,Ajay,Male,24,1,Electric Scooter,26.5,0.867,4.71,DS11,False,False
R00993,Amit,Male,23,4,Scooter,28.8,0.917,4.96,DS25,False,False
R00994,Ajay,Male,27,4,Scooter,23.1,0.882,4.38,DS20,False,False
R00995,Nitin,Male,20,1,Scooter,20.5,0.966,3.74,DS24,False,False
R00996,Rakesh,Male,37,8,Bicycle,17.9,0.96,4.15,DS03,False,False
R00997,Abhishek,Female,38,7,Electric Scooter,33.6,0.99,2.82,DS08,False,False
R00998,Rahul,Male,44,4,Scooter,25.2,0.874,4.03,DS17,False,False
R00999,Yash,Male,42,10,Scooter,24.1,0.954,4.04,DS24,False,False
R01000,Deepak,Male,27,0,Bicycle,13.2,0.922,4.23,DS23,False,False
R01001,Abhishek,Male,38,10,Scooter,24.7,0.966,4.15,DS15,False,False
R01002,Rakesh,Male,39,7,Scooter,26.3,0.934,4.78,DS25,False,False
R01003,Pankaj,Male,28,4,Scooter,22.4,0.909,3.4,DS04,False,False
R01004,Aman,Male,45,7,Bicycle,17.9,0.867,3.91,DS16,False,False
R01005,Manoj,Male,23,7,Bicycle,18.2,0.99,3.73,DS27,False,False
R01006,Rahul,Male,40,0,Electric Scooter,21.0,0.895,2.77,DS15,False,False
R01007,Sourabh,Male,25,2,Scooter,24.3,0.969,4.05,DS06,False,False
R01008,Yash,Male,20,7,Scooter,27.5,0.957,4.42,DS02,False,False
R01009,Sachin,Female,41,2,Scooter,25.7,0.902,4.1,DS19,False,False
R01010,Rakesh,Male,25,7,Scooter,27.1,0.934,4.22,DS30,False,False
R01011,Rahul,Male,45,10,Electric Scooter,29.7,0.93,3.92,DS08,False,False
R01012,Rakesh,Male,39,0,Scooter,23.7,0.912,3.69,DS12,False,False
R01013,Yash,Male,38,0,Scooter,22.5,0.849,3.66,DS13,False,False
R01014,Amit,Female,39,10,Scooter,22.5,0.943,4.8,DS30,False,False
R01015,Pankaj,Female,43,5,Electric Scooter,25.7,0.925,3.93,DS13,False,False
R01016,Rakesh,Male,27,10,Bicycle,17.0,0.99,3.64,DS07,False,False
R01017,Karan,Male,32,8,Scooter,24.1,0.93,3.98,DS09,False,False
R01018,Sachin,Male,44,1,Scooter,26.2,0.958,3.74,DS24,False,False
R01019,Aman,Male,42,1,Scooter,28.9,0.917,3.82,DS01,False,False
R01020,Abhishek,Female,31,7,Scooter,17.355,0.7232000000000001,4.42,DS26,True,False
R01021,Arjun,Male,43,4,Bicycle,16.0,0.988,4.23,DS12,False,False
R01022,Amit,Male,27,5,Scooter,26.7,0.946,4.22,DS06,False,False
R01023,Manoj,Male,19,3,Scooter,21.7,0.984,3.33,DS06,False,False
R01024,Rakesh,Male,33,0,Electric Scooter,29.9,0.909,4.25,DS27,False,False
R01025,Sourabh,Female,25,10,Scooter,28.6,0.977,3.49,DS23,False,False
R01026,Manoj,Male,36,2,Scooter,29.4,0.926,4.12,DS29,False,False
R01027,Pankaj,Male,38,10,Bicycle,18.8,0.99,3.5,DS11,False,False
R01028,Rakesh,Male,25,7,Electric Scooter,35.3,0.91,3.93,DS27,False,False
R01029,Sandeep,Male,28,10,Bicycle,18.0,0.947,3.69,DS21,False,False
R01030,Rohit,Male,21,0,Scooter,24.8,0.877,3.72,DS16,False,False
R01031,Sandeep,Male,21,1,Scooter,29.4,0.939,2.84,DS23,False,False
R01032,Rakesh,Male,33,0,Bicycle,14.0,0.983,4.28,DS13,False,False
R01033,Sandeep,Male,34,4,Scooter,27.6,0.888,4.38,DS22,False,False
R01034,Sourabh,Female,39,9,Electric Scooter,30.4,0.935,4.16,DS13,False,False
R01035,Deepak,Male,21,1,Electric Scooter,27.2,0.893,3.55,DS19,False,False
R01036,Abhishek,Male,26,9,Scooter,26.0,0.935,4.25,DS15,False,False
R01037,Pankaj,Male,42,3,Bicycle,16.1,0.957,4.25,DS12,False,False
R01038,Vikas,Female,42,8,Scooter,24.0,0.927,3.41,DS01,False,False
R01039,Yash,Male,33,0,Bicycle,17.6,0.885,3.58,DS08,False,False
R01040,Vikas,Male,44,7,Scooter,25.3,0.908,4.23,DS18,False,False
R01041,Sachin,Male,28,4,Scooter,24.9,0.871,4.12,DS24,False,False
R01042,Rohit,Male,31,9,Scooter,32.9,0.932,4.11,DS08,False,False
R01043,Aman,Male,26,9,Bicycle,16.7,0.912,4.63,DS30,False,False
R01044,Yash,Male,19,7,Scooter,27.0,0.916,4.05,DS22,False,False
R01045,Sachin,Male,32,1,Scooter,25.5,0.872,3.65,DS28,False,False
R01046,Amit,Male,19,2,Scooter,25.1,0.921,4.05,DS16,False,False
R01047,Amit,Male,31,1,Electric Scooter,25.9,0.918,3.49,DS28,False,False
R01048,Harish,Male,22,2,Electric Scooter,24.7,0.944,4.4,DS26,False,False
R01049,Manoj,Male,40,5,Scooter,29.9,0.937,4.08,DS22,False,False
R01050,Rohit,Male,19,0,Scooter,20.0,0.941,3.87,DS03,False,False
R01051,Vikas,Male,39,3,Scooter,25.9,0.94,3.68,DS02,False,False
R01052,Pankaj,Male,32,6,Electric Scooter,27.1,0.955,3.91,DS06,False,False
R01053,Karan,Male,37,0,Bicycle,16.5,0.935,3.66,DS12,False,False
R01054,Mohit,Male,42,1,Scooter,26.9,0.933,3.89,DS25,False,False
R01055,Deepak,Male,40,0,Scooter,25.6,0.861,3.88,DS16,False,False
R01056,Amit,Male,35,5,Electric Scooter,24.8,0.9,3.45,DS02,False,False
R01057,Rakesh,Male,20,2,Scooter,24.0,0.919,3.9,DS12,False,False
R01058,Amit,Female,43,6,Electric Scooter,31.0,0.914,4.37,DS05,False,False
R01059,Sourabh,Male,45,3,Bicycle,16.5,0.957,3.81,DS19,False,False
R01060,Manoj,Male,27,6,Bicycle,17.2,0.979,3.24,DS05,False,False
R01061,Sachin,Male,22,2,Electric Scooter,24.8,0.911,3.81,DS22,False,False
R01062,Nitin,Male,37,10,Electric Scooter,31.2,0.947,3.66,DS11,False,False
R01063,Sachin,Male,36,0,Scooter,28.0,0.936,4.39,DS19,False,False
R01064,Manoj,Male,40,5,Scooter,22.5,0.99,4.11,DS10,False,False
R01065,Rahul,Male,27,1,Electric Scooter,25.9,0.863,3.6,DS01,False,False
R01066,Rahul,Male,34,6,Bicycle,16.5,0.872,4.37,DS05,False,False
R01067,Manoj,Female,42,0,Bicycle,15.9,0.891,4.01,DS01,False,False
R01068,Harish,Male,22,9,Scooter,26.6,0.917,4.32,DS21,False,False
R01069,Mohit,Male,22,0,Electric Scooter,23.6,0.921,3.97,DS19,False,False
R01070,Yash,Male,20,5,Scooter,23.8,0.913,3.74,DS24,False,False
R01071,Ajay,Male,33,0,Scooter,22.8,0.869,3.68,DS16,False,False
R01072,Harish,Male,40,1,Electric Scooter,27.2,0.918,3.65,DS05,False,False
R01073,Rakesh,Male,26,3,Scooter,25.7,0.859,4.46,DS03,False,False
R01074,Sourabh,Male,41,7,Bicycle,13.1,0.893,3.93,DS14,False,False
R01075,Aman,Male,26,3,Electric Scooter,23.1,0.96,3.5,DS20,False,False
R01076,Harish,Male,26,3,Electric Scooter,33.9,0.861,3.82,DS10,False,False
R01077,Rohit,Male,45,5,Bicycle,14.9,0.99,4.61,DS20,False,False
R01078,Pankaj,Male,35,0,Electric Scooter,27.1,0.84,4.0,DS24,False,False
R01079,Harish,Male,33,4,Scooter,29.8,0.919,4.81,DS26,False,False
R01080,Deepak,Male,21,4,Bicycle,15.5,0.928,3.96,DS29,False,False
R01081,Sandeep,Male,25,9,Scooter,24.2,0.926,4.37,DS17,False,False
R01082,Abhishek,Male,31,0,Electric Scooter,26.8,0.919,3.42,DS15,False,False
R01083,Harish,Male,32,9,Electric Scooter,34.0,0.979,3.85,DS05,False,False
R01084,Vikas,Male,44,5,Scooter,28.4,0.973,3.98,DS03,False,False
R01085,Vikas,Male,37,6,Electric Scooter,29.0,0.96,4.72,DS26,False,False
R01086,Rahul,Female,40,7,Scooter,27.2,0.936,4.53,DS30,False,False
R01087,Ajay,Male,40,7,Electric Scooter,29.9,0.941,4.01,DS21,False,False
R01088,Deepak,Male,43,10,Scooter,25.5,0.944,4.16,DS21,False,False
R01089,Vikas,Male,36,1,Electric Scooter,24.7,0.885,3.38,DS28,False,False
R01090,Aman,Male,42,8,Scooter,30.0,0.949,3.62,DS01,False,False
R01091,Yash,Male,43,1,Scooter,28.7,0.9,3.21,DS21,False,False
R01092,Harish,Female,31,7,Scooter,28.3,0.959,3.52,DS19,False,False
R01093,Nitin,Male,24,9,Scooter,24.9,0.98,4.37,DS17,False,False
R01094,Karan,Male,41,5,Scooter,23.9,0.96,4.06,DS08,False,False
R01095,Sachin,Male,33,1,Scooter,22.7,0.952,3.77,DS23,False,False
R01096,Ajay,Male,42,10,Scooter,23.5,0.99,4.17,DS07,False,False
R01097,Karan,Male,40,8,Bicycle,14.1,0.926,3.86,DS15,False,False
R01098,Aman,Male,30,1,Scooter,29.2,0.903,4.8,DS30,False,False
R01099,Aman,Male,38,3,Scooter,23.3,0.893,3.98,DS28,False,False
R01100,Deepak,Male,22,5,Scooter,28.2,0.933,4.07,DS20,False,False
R01101,Sachin,Male,19,6,Bicycle,18.8,0.907,4.13,DS11,False,False
R01102,Karan,Male,32,2,Scooter,22.8,0.852,4.72,DS07,False,False
R01103,Amit,Male,23,1,Scooter,29.1,0.96,4.52,DS24,False,False
R01104,Ajay,Male,22,8,Scooter,25.5,0.925,4.3,DS23,False,False
R01105,Deepak,Male,26,5,Electric Scooter,29.7,0.933,4.1,DS05,False,False
R01106,Ajay,Female,41,0,Electric Scooter,26.2,0.861,4.06,DS11,False,False
R01107,Arjun,Male,24,9,Scooter,27.0,0.954,3.4,DS18,False,False
R01108,Arjun,Male,27,10,Bicycle,15.4,0.917,3.22,DS10,False,False
R01109,Deepak,Female,35,8,Scooter,28.0,0.915,4.2,DS16,False,False
R01110,Mohit,Male,40,1,Scooter,26.7,0.865,4.5,DS25,False,False
R01111,Rakesh,Male,36,0,Scooter,22.2,0.945,4.13,DS19,False,False
R01112,Mohit,Male,23,0,Scooter,27.0,0.944,4.76,DS06,False,False
R01113,Karan,Male,36,8,Electric Scooter,29.4,0.934,4.45,DS25,False,False
R01114,Harish,Male,44,9,Scooter,29.6,0.951,4.21,DS14,False,False
R01115,Rakesh,Male,24,0,Scooter,23.1,0.946,4.52,DS28,False,False
R01116,Sandeep,Male,29,3,Bicycle,15.5,0.868,3.6,DS07,False,False
R01117,Abhishek,Male,31,0,Scooter,24.7,0.867,4.4,DS05,False,False
R01118,Sourabh,Male,25,3,Scooter,26.9,0.861,3.62,DS23,False,False
R01119,Rakesh,Male,35,7,Bicycle,17.2,0.85,3.97,DS30,False,False
R01120,Karan,Male,25,9,Electric Scooter,31.6,0.916,4.24,DS26,False,False
R01121,Rahul,Male,34,2,Scooter,24.2,0.886,4.17,DS25,False,False
R01122,Rahul,Male,45,3,Electric Scooter,30.6,0.961,3.17,DS06,False,False
R01123,Nitin,Male,28,3,Bicycle,14.1,0.893,3.76,DS04,False,False
R01124,Manoj,Male,23,9,Scooter,31.2,0.99,4.1,DS03,False,False
R01125,Manoj,Male,25,8,Bicycle,16.8,0.971,3.8,DS18,False,False
R01126,Sandeep,Female,36,9,Electric Scooter,30.8,0.99,4.25,DS27,False,False
R01127,Pankaj,Male,24,9,Scooter,32.0,0.922,4.62,DS27,False,False
R01128,Yash,Male,22,0,Bicycle,15.2,0.96,4.37,DS16,False,False
R01129,Rakesh,Male,20,8,Electric Scooter,29.8,0.931,3.86,DS18,False,False
R01130,Sandeep,Female,30,7,Bicycle,14.3,0.945,4.12,DS15,False,False
R01131,Arjun,Male,20,4,Scooter,24.2,0.915,4.22,DS17,False,False
R01132,Mohit,Male,42,9,Electric Scooter,28.3,0.96,4.39,DS15,False,False
R01133,Pankaj,Male,30,2,Electric Scooter,33.7,0.935,4.05,DS28,False,False
R01134,Sachin,Female,38,1,Scooter,28.8,0.941,3.39,DS19,False,False
R01135,Rakesh,Male,38,3,Bicycle,14.1,0.917,4.34,DS26,False,False
R01136,Harish,Male,31,9,Electric Scooter,39.7,0.924,4.02,DS29,False,False
R01137,Deepak,Male,43,3,Electric Scooter,25.4,0.882,3.94,DS01,False,False
R01138,Yash,Male,23,5,Electric Scooter,26.9,0.973,4.76,DS05,False,False
R01139,Yash,Male,19,5,Scooter,26.3,0.888,4.08,DS01,False,False
R01140,Rohit,Male,37,10,Scooter,25.5,0.982,4.51,DS25,False,False
R01141,Amit,Male,37,9,Scooter,23.0,0.963,3.62,DS23,False,False
R01142,Rakesh,Male,35,10,Bicycle,16.7,0.894,4.24,DS16,False,False
R01143,Abhishek,Male,41,0,Bicycle,14.0,0.873,3.51,DS23,False,False
R01144,Rakesh,Male,21,5,Scooter,21.9,0.943,3.8,DS08,False,False
R01145,Vikas,Male,20,9,Electric Scooter,27.8,0.92,3.41,DS02,False,False
R01146,Amit,Male,24,9,Scooter,32.0,0.927,3.57,DS19,False,False
R01147,Harish,Male,31,5,Scooter,33.0,0.853,3.87,DS04,False,False
R01148,Manoj,Female,40,10,Scooter,27.2,0.915,3.71,DS10,False,False
R01149,Sandeep,Male,31,3,Electric Scooter,26.9,0.854,4.27,DS28,False,False
R01150,Mohit,Female,36,7,Scooter,26.1,0.974,4.83,DS30,False,False
R01151,Amit,Male,45,1,Bicycle,16.9,0.9,3.41,DS25,False,False
R01152,Manoj,Male,37,2,Bicycle,14.8,0.892,3.45,DS28,False,False
R01153,Nitin,Male,26,3,Scooter,24.0,0.848,4.11,DS16,False,False
R01154,Amit,Male,34,10,Electric Scooter,27.8,0.959,3.67,DS21,False,False
R01155,Vikas,Male,36,1,Scooter,26.8,0.918,4.1,DS02,False,False
R01156,Harish,Male,27,3,Electric Scooter,26.1,0.861,4.3,DS21,False,False
R01157,Rohit,Male,25,9,Scooter,29.9,0.979,4.36,DS21,False,False
R01158,Rohit,Female,45,2,Scooter,25.7,0.903,3.86,DS01,False,False
R01159,Nitin,Male,29,3,Scooter,24.1,0.957,3.92,DS22,False,False
R01160,Manoj,Male,28,1,Scooter,20.2,0.877,2.91,DS24,False,False
R01161,Nitin,Male,19,3,Scooter,25.8,0.876,3.95,DS25,False,False
R01162,Arjun,Female,31,6,Bicycle,15.8,0.905,4.53,DS30,False,False
R01163,Vikas,Female,26,5,Scooter,23.6,0.937,4.58,DS01,False,False
R01164,Sandeep,Male,38,5,Scooter,24.1,0.96,3.99,DS30,False,False
R01165,Rahul,Male,24,3,Electric Scooter,32.9,0.892,4.63,DS06,False,False
R01166,Rakesh,Male,34,6,Scooter,23.6,0.988,4.12,DS08,False,False
R01167,Arjun,Male,42,2,Scooter,28.9,0.891,3.92,DS04,False,False
R01168,Harish,Male,40,8,Bicycle,16.9,0.969,4.09,DS14,False,False
R01169,Manoj,Male,40,3,Scooter,26.0,0.928,4.06,DS22,False,False
R01170,Manoj,Male,38,3,Scooter,21.2,0.81,4.25,DS15,False,False
R01171,Mohit,Male,36,4,Scooter,25.1,0.919,4.01,DS03,False,False
R01172,Rohit,Female,29,1,Electric Scooter,31.8,0.922,4.55,DS23,False,False
R01173,Deepak,Male,26,1,Electric Scooter,24.6,0.878,4.16,DS01,False,False
R01174,Rakesh,Male,25,5,Scooter,23.6,0.986,4.33,DS12,False,False
R01175,Arjun,Male,22,7,Electric Scooter,33.1,0.941,3.53,DS30,False,False
R01176,Yash,Male,26,6,Bicycle,18.9,0.94,3.61,DS20,False,False
R01177,Pankaj,Male,27,0,Bicycle,12.6,0.943,3.92,DS30,False,False
R01178,Yash,Female,32,10,Scooter,27.5,0.93,3.39,DS03,False,False
R01179,Pankaj,Male,20,6,Bicycle,16.8,0.963,3.69,DS10,False,False
R01180,Sachin,Female,26,3,Scooter,28.7,0.904,3.94,DS11,False,False
R01181,Harish,Female,34,6,Scooter,26.4,0.921,4.01,DS01,False,False
R01182,Ajay,Male,36,8,Electric Scooter,33.7,0.936,4.08,DS26,False,False
R01183,Amit,Male,20,0,Scooter,20.5,0.882,3.4,DS11,False,False
R01184,Harish,Male,37,6,Bicycle,15.8,0.99,3.84,DS09,False,False
R01185,Aman,Male,41,0,Bicycle,12.5,0.938,3.78,DS09,False,False
R01186,Nitin,Male,36,10,Scooter,31.4,0.894,4.2,DS29,False,False
R01187,Mohit,Male,33,1,Scooter,23.5,0.913,3.15,DS01,False,False
R01188,Pankaj,Male,36,5,Electric Scooter,25.7,0.931,4.53,DS18,False,False
R01189,Sourabh,Male,41,10,Electric Scooter,30.4,0.947,4.16,DS22,False,False
R01190,Harish,Male,38,1,Bicycle,14.1,0.9,3.42,DS08,False,False
R01191,Pankaj,Male,34,2,Scooter,25.4,0.841,3.42,DS30,False,False
R01192,Rakesh,Male,31,8,Bicycle,15.7,0.988,3.68,DS29,False,False
R01193,Deepak,Male,43,1,Bicycle,14.4,0.938,3.51,DS20,False,False
R01194,Sourabh,Female,39,1,Bicycle,14.2,0.92,4.48,DS15,False,False
R01195,Sourabh,Male,39,1,Electric Scooter,32.2,0.903,4.29,DS23,False,False
R01196,Karan,Male,37,5,Bicycle,14.8,0.965,3.56,DS18,False,False
R01197,Manoj,Male,28,8,Scooter,26.6,0.96,3.79,DS08,False,False
R01198,Aman,Male,30,3,Scooter,23.5,0.91,3.75,DS01,False,False
R01199,Sourabh,Female,27,9,Scooter,18.07,0.792,3.68,DS19,True,False
R01200,Mohit,Male,20,6,Electric Scooter,25.7,0.937,3.94,DS01,False,False
